Year,Month,Antigen,Doses,THARAKA DIST HOSP,NKODI DISP,KANYURU DISP,GATUNGA MISSION,KIBUNGA H/C,RUUNGU EAPC DISP,KATHANGACINI DISP,MUKOTHIMA H/C,THANANTU CLINIC,GACIONGO DISP,CHIAKARIGA H/C ,ST. ORSOLA HOSP,MATERI GIRLS ,KAMANYAKI DISP,TUNYAI DISP,
2008,Nov,BCG,g)Doses wasted in the month=E-F,231,44,,174,,449,95,38,12,36,0,0,140,30,0,814
2008,Nov,BCG,h)wastage rate in the month=[G/E]x100,,,,,,74.83333333,,,,,,,,,,68.63406408
2008,Nov,OPV,a)Doses in stock at the beginning of the month,100,140,,220,,460,218,160,60,150,160,160,0,125,0,1533
2008,Nov,OPV,b)Doses received within the month,200,0,,400,,600,,100,0,0,0,0,1000,0,0,1700
2008,Nov,OPV,c) Total doses stocked in the month=A+B,300,140,,620,,1060,218,260,60,150,160,160,1000,125,0,3233
2008,Nov,OPV,d)Doses remaining at the end of the month,120,60,,460,,640,30,60,50,117,120,120,480,85,0,1710
2008,Nov,OPV,e)Doses used in the mont=C-D,180,80,,160,,420,188,200,20,33,40,40,520,40,0,1533
2008,Nov,OPV,f)Number of children vaccinated during the month,211,79,,156,,446,102,174,15,31,22,22,416,40,0,1318
2008,Nov,OPV,g)Doses wasted in the month=E-F,-31,1,,4,,-26,86,26,5,2,18,18,104,0,0,215
2008,Nov,OPV,h)wastage rate in the month=[G/E]x100,,,,,,-6.19047619,,,,,,,,,,14.024788
2008,Nov,MEASLES,a)Doses in stock at the beginning of the month,220,80,,250,,550,90,300,140,80,90,90,500,10,0,1800
2008,Nov,MEASLES,b)Doses received within the month,100,0,,0,,100,100,,0,0,0,0,270,100,0,670
2008,Nov,MEASLES,c) Total doses stocked in the month=A+B,320,80,,250,,650,190,300,140,80,90,90,770,110,0,2470
2008,Nov,MEASLES,d)Doses remaining at the end of the month,0,40,,160,,200,70,260,130,60,80,80,340,100,0,1350
2008,Nov,MEASLES,e)Doses used in the mont=C-D,320,40,,90,,450,120,40,10,20,10,10,430,10,0,1120
2008,Nov,MEASLES,f)Number of children vaccinated during the month,33,13,,36,,82,21,39,7,3,1,1,92,4,0,252
2008,Nov,MEASLES,g)Doses wasted in the month=E-F,287,27,,54,,368,99,1,3,17,9,9,338,6,0,868
2008,Nov,MEASLES,h)wastage rate in the month=[G/E]x100,,,,,,81.77777778,,,,,,,,,,77.5
2008,Nov,DPT/HIB/HEP B,a)Doses in stock at the beginning of the month,186,92,,148,,426,90,60,78,120,60,60,172,0,0,1012
2008,Nov,DPT/HIB/HEP B,b)Doses received within the month,100,0,,100,,200,40,100,0,0,0,0,100,50,0,530
2008,Nov,DPT/HIB/HEP B,c) Total doses stocked in the month=A+B,286,92,,248,,626,130,160,78,120,60,60,272,50,0,1542
2008,Nov,DPT/HIB/HEP B,d)Doses remaining at the end of the month,140,20,,72,,232,20,,54,90,10,10,0,10,0,416
2008,Nov,DPT/HIB/HEP B,e)Doses used in the mont=C-D,146,72,,176,,394,110,160,24,30,20,20,272,40,0,1096
2008,Nov,DPT/HIB/HEP B,f)Number of children vaccinated during the month,133,72,,132,,337,87,159,23,27,20,20,257,40,0,996
2008,Nov,DPT/HIB/HEP B,g)Doses wasted in the month=E-F,11,0,,44,,55,23,1,1,3,0,0,15,0,0,98
2008,Nov,DPT/HIB/HEP B,h)wastage rate in the month=[G/E]x100,,,,,,13.95939086,,,,,,,,,,8.941605839
2008,Nov,TT,a)Doses in stock at the beginning of the month,430,130,,330,,890,102,0,28,82,70,70,240,43,0,1615
2008,Nov,TT,b)Doses received within the month,170,0,,200,,370,100,100,0,0,0,0,460,0,0,1230
2008,Nov,TT,c) Total doses stocked in the month=A+B,600,130,,530,,1260,202,100,28,82,70,70,700,43,0,2845
2008,Nov,TT,d)Doses remaining at the end of the month,390,50,,450,,890,130,20,18,60,30,30,440,37,0,1905
2008,Nov,TT,e)Doses used in the mont=C-D,210,70,,80,,360,70,80,10,22,40,40,330,6,0,998
2008,Nov,TT,f)Number of children vaccinated during the month,185,32,,63,,280,43,71,8,22,38,38,72,6,0,601
2008,Nov,TT,g)Doses wasted in the month=E-F,25,38,,17,,80,27,9,2,0,2,2,258,0,0,397
2008,Nov,TT,h)wastage rate in the month=[G/E]x100,,,,,,22.22222222,,,,,,,,,,39.77955912
2008,Dec,BCG,a)Doses in stock at the beginning of the month,60,120,0,80,,,200,200,0,200,200,260,400,0,400,#REF!
2008,Dec,BCG,b)Doses received within the month,280,100,200,200,,,340,260,120,200,200,400,440,0,440,#REF!
2008,Dec,BCG,c) Total doses stocked in the month=A+B,340,220,200,280,,,220,160,80,160,140,120,400,0,340,#REF!
2008,Dec,BCG,d)Doses remaining at the end of the month,20,100,100,140,,,120,100,40,40,60,280,40,0,100,#REF!
2008,Dec,BCG,e)Doses used in the month=C-D,320,120,100,140,,,25,59,4,27,6,153,11,0,12,#REF!
2008,Dec,BCG,f)Number of children vaccinated during the month,83,20,15,38,,,95,41,36,13,54,127,29,0,28,#REF!
2008,Dec,BCG,g)Doses wasted in the month=E-F,237,100,85,102,,,,,,,,,,,,#REF!
2008,Dec,BCG,h)wastage rate in the month=[G/E]x100,,,,,,,230,150,117,0,120,480,85,40,40,#REF!
2008,Dec,OPV,a)Doses in stock at the beginning of the month,120,60,0,460,,,100,300,0,200,200,200,400,0,400,#REF!
2008,Dec,OPV,b)Doses received within the month,300,180,200,100,,,330,450,117,200,320,680,485,40,440,#REF!
2008,Dec,OPV,c) Total doses stocked in the month=A+B,420,240,200,560,,,220,270,90,160,280,100,440,39,340,#REF!
2008,Dec,OPV,d)Doses remaining at the end of the month,140,140,158,400,,,110,180,27,40,40,580,45,1,80,#REF!
2008,Dec,OPV,e)Doses used in the mont=C-D,280,100,42,160,,,96,169,27,52,27,527,45,1,76,#REF!
2008,Dec,OPV,f)Number of children vaccinated during the month,229,87,42,141,,,14,11,0,-8,13,53,0,0,4,#REF!
2008,Dec,OPV,g)Doses wasted in the month=E-F,51,13,0,19,,,,,,,,,,,,#REF!
2008,Dec,OPV,h)wastage rate in the month=[G/E]x100,,,0,,,,70,260,60,0,70,450,80,80,100,#REF!
2008,Dec,MEASLES,a)Doses in stock at the beginning of the month,0,40,0,100,,,100,100,0,200,100,0,50,0,100,#REF!
2008,Dec,MEASLES,b)Doses received within the month,220,100,100,200,,,170,360,60,200,170,450,130,80,200,#REF!
2008,Dec,MEASLES,c) Total doses stocked in the month=A+B,220,140,100,360,,,100,290,50,170,120,240,120,80,140,#REF!
2008,Dec,MEASLES,d)Doses remaining at the end of the month,70,70,80,300,,,70,70,10,30,50,210,10,0,60,#REF!
2008,Dec,MEASLES,e)Doses used in the mont=C-D,150,70,20,60,,,40,41,8,9,5,134,3,0,4,#REF!
2008,Dec,MEASLES,f)Number of children vaccinated during the month,40,18,6,28,,,30,49,2,21,45,76,7,0,36,#REF!
2008,Dec,MEASLES,g)Doses wasted in the month=E-F,110,52,14,32,,,,,,,,,,,,#REF!
2008,Dec,MEASLES,h)wastage rate in the month=[G/E]x100,,,,,,,36,0,90,0,44,0,10,68,1,#REF!
2008,Dec,DPT/HIB/HEP B,a)Doses in stock at the beginning of the month,140,30,0,72,,,120,400,0,200,200,400,400,0,400,#REF!
2008,Dec,DPT/HIB/HEP B,b)Doses received within the month,200,100,100,400,,,156,400,90,200,212,400,410,68,401,#REF!
2008,Dec,DPT/HIB/HEP B,c) Total doses stocked in the month=A+B,340,130,100,472,,,57,300,64,152,32,150,365,67,326,#REF!
2008,Dec,DPT/HIB/HEP B,d)Doses remaining at the end of the month,172,58,72,304,,,99,100,26,48,31,250,45,1,75,#REF!
2008,Dec,DPT/HIB/HEP B,e)Doses used in the mont=C-D,168,72,28,169,,,96,84,26,42,1,245,45,1,41,#REF!
2008,Dec,DPT/HIB/HEP B,f)Number of children vaccinated during the month,155,70,27,118,,,3,16,0,5,,5,0,0,14,#REF!
2008,Dec,DPT/HIB/HEP B,g)Doses wasted in the month=E-F,13,2,1,51,,,,,,,30,,,,,#REF!
2008,Dec,DPT/HIB/HEP B,h)wastage rate in the month=[G/E]x100,,,,,,,165,120,60,0,100,440,36,90,269,#REF!
2008,Dec,TT,a)Doses in stock at the beginning of the month,390,50,0,450,,,50,50,0,200,130,0,100,0,0,#REF!
2008,Dec,TT,b)Doses received within the month,210,100,100,100,,,215,170,60,200,80,440,136,90,269,#REF!
2008,Dec,TT,c) Total doses stocked in the month=A+B,600,150,100,550,,,117,80,22,188,50,290,132,89,200,#REF!
2008,Dec,TT,d)Doses remaining at the end of the month,490,90,90,174,,,98,90,28,2,50,150,4,1,70,#REF!
2008,Dec,TT,e)Doses used in the mont=C-D,110,60,10,376,,,95,63,28,2,0,100,4,1,69,#REF!
2008,Dec,TT,f)Number of children vaccinated during the month,136,42,9,92,,,3,27,0,0,,50,0,0,1,#REF!
2008,Dec,TT,g)Doses wasted in the month=E-F,-26,18,1,284,,,,,,,,,,,,#REF!
2008,Dec,TT,h)wastage rate in the month=[G/E]x100,,,,,,,,,,,,,,,,
